name,host_response_rate,host_acceptance_rate,host_listings_count,host_total_listings_count,host_has_profile_pic,neighbourhood_cleansed,latitude,longitude,accommodates,bedrooms,beds,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month,host_is_superhost2,host_identity_verified2,has_availability2,instant_bookable2,Borough
NYC HUB HOME: Train @ 900ft; midtown 30min!,100%,78%,7.0,7.0,t,Jamaica,40.70913,-73.78349,11,2.0,5.0,$268.00 ,3,90,3.0,3.0,90.0,90.0,3.0,90.0,10,10,32,32,40,9,0,4.75,4.73,4.48,4.83,4.88,4.63,4.68,3,3,0,0,1.09,1,1,1,0,Queens
Tiger’s Rest,100%,96%,1.0,1.0,t,Bushwick,40.68178,-73.90575,2,1.0,2.0,$113.00 ,3,1125,3.0,3.0,1125.0,1125.0,3.0,1125.0,9,34,62,152,69,10,3,4.7,4.78,4.83,4.83,4.83,4.67,4.67,1,1,0,0,2.28,0,1,1,0,Brooklyn
Cozy Hidden Gem Near All,60%,45%,0.0,0.0,t,Prospect-Lefferts Gardens,40.66114,-73.96165,5,2.0,3.0,$94.00 ,7,1125,7.0,7.0,1125.0,1125.0,7.0,1125.0,13,30,38,38,92,13,1,4.2,4.56,4.31,4.63,4.69,4.64,4.32,1,1,0,0,2.21,0,0,1,0,Brooklyn
Great private  room available in Prospect Heights!,100%,95%,1.0,1.0,t,Crown Heights,40.67498,-73.96007,1,1.0,1.0,$59.00 ,3,90,3.0,3.0,1125.0,1125.0,3.0,1125.0,0,1,4,255,4,4,0,5.0,5.0,4.5,5.0,5.0,5.0,4.75,1,0,1,0,0.73,0,1,1,1,Brooklyn
Financial District  Private Room,70%,38%,1.0,1.0,t,Financial District,40.70837,-74.00503,1,1.0,,$240.00 ,1,60,1.0,1.0,60.0,60.0,1.0,60.0,12,26,56,56,53,2,0,4.83,4.94,4.77,4.87,4.89,4.98,4.75,1,0,1,0,1.29,0,1,1,0,Manhattan
Solo Adventurers' Retreat,88%,86%,1.0,1.0,t,Flatbush,40.65219,-73.96119,2,1.0,2.0,$55.00 ,30,90,30.0,30.0,90.0,90.0,30.0,90.0,0,15,36,36,20,5,0,5.0,4.95,4.9,5.0,5.0,4.8,4.85,2,0,2,0,0.47,0,1,1,0,Brooklyn
Small Private Room # 1,100%,100%,9.0,9.0,t,Cypress Hills,40.68408,-73.87889,1,1.0,1.0,$30.00 ,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,0,2,32,307,16,2,1,4.56,4.88,4.63,5.0,4.94,4.88,4.81,3,0,3,0,0.41,0,0,1,0,Brooklyn
Rustic Modern Brooklyn Apt,100%,89%,2.0,2.0,t,Bedford-Stuyvesant,40.68995,-73.92854,4,1.0,1.0,$130.00 ,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,3,33,63,338,4,0,0,4.75,5.0,5.0,5.0,5.0,4.75,4.75,2,1,1,0,0.17,1,0,1,0,Brooklyn
"Private, Cozy & Fully Equipped Room /30 min to NYC",100%,100%,2.0,2.0,t,Ridgewood,40.70021,-73.90814,2,1.0,2.0,$55.00 ,30,120,30.0,30.0,1125.0,1125.0,30.0,1125.0,0,12,12,21,43,3,0,4.79,4.81,4.93,4.91,4.93,4.84,4.77,1,0,1,0,1.37,1,1,1,0,Queens
Cozy two bedroom apartment in the Upper East Side,100%,100%,1.0,1.0,t,Upper East Side,40.76663,-73.95663,2,2.0,2.0,$200.00 ,10,365,10.0,10.0,1125.0,1125.0,10.0,1125.0,4,16,39,191,48,2,0,4.56,4.56,4.63,4.98,4.96,4.9,4.65,1,1,0,0,1.15,0,1,1,1,Manhattan
Cool and cozy in Brooklyn,95%,74%,2.0,2.0,t,Prospect-Lefferts Gardens,40.65579,-73.9581,2,1.0,1.0,$58.00 ,1,30,1.0,1.0,30.0,30.0,1.0,30.0,10,34,62,62,99,20,7,4.85,4.91,4.91,4.87,4.93,4.76,4.84,2,0,2,0,2.36,1,1,1,0,Brooklyn
Dekalb Ave. #1L,100%,39%,1.0,1.0,t,Bushwick,40.70106,-73.92457,2,1.0,1.0,$150.00 ,3,1125,3.0,3.0,1125.0,1125.0,3.0,1125.0,0,1,31,306,45,7,1,4.86,4.93,4.59,5.0,4.95,4.77,4.7,1,1,0,0,1.12,1,0,1,0,Brooklyn
The Blue Bungalow of Rockaway Beach,100%,100%,2.0,2.0,t,Rockaway Beach,40.58863,-73.81218,4,1.0,2.0,$107.00 ,2,400,2.0,2.0,400.0,400.0,2.0,400.0,0,0,0,0,2,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2,2,0,0,0.05,1,1,1,0,Queens
Stylish NYC Art Loft #2,70%,33%,7.0,7.0,t,East Harlem,40.79275,-73.93961,2,1.0,1.0,$72.00 ,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0,28,58,88,88,25,0,0,4.92,4.96,4.68,4.96,5.0,4.68,4.6,7,0,7,0,0.83,0,1,1,0,Manhattan
"Cozy private room in Astoria, near Manhattan",90%,78%,1.0,1.0,t,Astoria,40.76794,-73.91931,2,1.0,1.0,$102.00 ,2,30,2.0,2.0,30.0,30.0,2.0,30.0,4,4,4,4,3,3,1,5.0,5.0,5.0,5.0,5.0,5.0,4.67,1,0,1,0,3.0,0,1,1,0,Queens
Greenhouse APT,67%,100%,1.0,1.0,t,Williamsburg,40.7119,-73.95757,4,3.0,3.0,$250.00 ,7,1125,7.0,7.0,1125.0,1125.0,7.0,1125.0,1,3,9,189,12,0,0,4.5,4.67,4.58,5.0,4.92,4.83,4.42,1,1,0,0,0.32,0,1,1,0,Brooklyn
Furnished Midtown One Bedroom Beauty,98%,80%,50.0,50.0,t,Murray Hill,40.74838,-73.97734,3,1.0,2.0,$170.00 ,30,365,30.0,30.0,365.0,365.0,30.0,365.0,30,60,90,365,3,2,0,4.67,4.67,4.67,5.0,5.0,5.0,4.67,83,73,0,0,0.48,0,1,1,0,Manhattan
Charming Park Slope 1 Bedroom Apartment,67%,67%,1.0,1.0,t,Park Slope,40.67162,-73.9762,2,1.0,1.0,$93.00 ,30,60,30.0,30.0,60.0,60.0,30.0,60.0,0,0,0,0,11,2,0,5.0,4.9,4.7,5.0,5.0,5.0,5.0,1,1,0,0,0.27,0,1,1,0,Brooklyn
Art-filled Private & Inviting Oasis in Prime Wburg,100%,100%,2.0,2.0,t,Williamsburg,40.71555,-73.95347,4,1.0,1.0,$325.00 ,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0,1,30,57,269,13,2,0,5.0,5.0,4.85,5.0,5.0,5.0,4.69,1,1,0,0,0.38,1,1,1,0,Brooklyn
sunny apartment on the Ocean,100%,89%,1.0,1.0,t,Brighton Beach,40.57809,-73.9626,3,1.0,3.0,$150.00 ,3,60,3.0,3.0,60.0,60.0,3.0,60.0,9,29,59,334,25,6,0,4.83,4.92,4.71,4.88,4.88,4.88,4.67,2,2,0,0,0.61,0,1,1,0,Brooklyn
Sweet Home at Washington Heights,100%,100%,1.0,1.0,t,Washington Heights,40.84537,-73.93744,3,1.0,2.0,$100.00 ,3,1125,3.0,3.0,1125.0,1125.0,3.0,1125.0,4,9,38,285,201,50,4,4.61,4.71,4.57,4.75,4.86,4.84,4.76,1,1,0,0,5.78,0,1,1,1,Manhattan
Hiéroglyphe,60%,50%,1.0,1.0,t,Allerton,40.86754,-73.85472,2,1.0,1.0,$30.00 ,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,27,57,86,86,75,2,0,4.3,4.45,4.31,4.65,4.76,4.62,4.32,1,0,1,0,3.04,0,1,1,1,Bronx
Large Private Room With Three Windows,96%,99%,5.0,5.0,t,Flushing,40.75234,-73.81507,2,1.0,2.0,$59.00 ,1,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0,24,54,83,83,77,32,0,4.55,4.66,4.52,4.82,4.81,4.65,4.47,6,0,6,0,1.93,0,1,1,1,Queens
The Red House Rockaway (winter spa experience),100%,100%,1.0,1.0,t,Rockaway Beach,40.58443,-73.81251,2,1.0,1.0,$189.00 ,1,1125,1.0,2.0,1125.0,1125.0,1.3,1125.0,26,55,85,360,100,30,0,4.94,4.98,4.81,4.99,4.99,5.0,4.82,1,0,1,0,2.45,1,0,1,1,Queens
Bright & Cozy room - 30 mins to Manhattan,100%,0%,1.0,1.0,t,Bedford-Stuyvesant,40.69339,-73.93554,2,1.0,1.0,$62.00 ,30,30,30.0,30.0,1125.0,1125.0,30.0,1125.0,25,51,76,76,110,0,0,4.84,4.96,4.95,4.98,4.98,4.72,4.91,1,0,1,0,2.67,1,1,1,0,Brooklyn
2 BEDROOM APT-walk to CENTRAL PARK and restaurants,100%,100%,1.0,1.0,t,East Harlem,40.78766,-73.94785,4,2.0,2.0,$275.00 ,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,16,30,60,327,67,18,2,4.34,4.65,4.17,4.75,4.72,4.66,4.42,1,1,0,0,1.59,0,1,1,0,Manhattan
★ Large 2BR APT in Astoria near Midtown + LGA ★,75%,100%,6.0,6.0,t,Astoria,40.76379,-73.90511,6,2.0,3.0,$155.00 ,30,400,30.0,30.0,1125.0,1125.0,30.0,1125.0,0,15,45,320,93,3,0,4.28,4.48,3.86,4.82,4.74,4.65,4.51,1,1,0,0,2.32,0,1,1,0,Queens
JFK/QNS Home Away From Home Full private apartment,92%,91%,6.0,6.0,t,Jamaica,40.67162,-73.77911,10,3.0,9.0,$814.00 ,1,30,1.0,1.0,30.0,30.0,1.0,30.0,27,57,86,86,5,1,0,4.0,4.2,4.2,4.2,4.2,4.0,4.2,6,1,5,0,0.12,0,1,1,0,Queens
"Stunning, oversized 2 Bed, 2 Bath in Prime Wburg",0%,35%,1.0,1.0,t,Williamsburg,40.71335,-73.95742,4,2.0,2.0,$350.00 ,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,2,3,33,123,27,7,0,4.96,4.96,4.92,4.96,5.0,4.92,4.88,1,1,0,0,0.65,0,1,1,0,Brooklyn
"Cozy Near LGA, Center of Queens RM2",100%,99%,8.0,8.0,t,East Elmhurst,40.76956,-73.87314,3,1.0,2.0,$60.00 ,1,14,1.0,1.0,1125.0,1125.0,1.0,1125.0,29,59,89,364,277,64,4,4.83,4.91,4.86,4.93,4.92,4.73,4.79,7,0,7,0,6.9,0,0,1,1,Queens
JFK Queens/House of Suedajoy#5(dis by flexibility,92%,91%,6.0,6.0,t,Jamaica,40.67162,-73.77911,3,1.0,1.0,$80.00 ,1,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0,22,52,82,171,100,13,1,4.81,4.87,4.91,4.73,4.71,4.82,4.86,6,1,5,0,2.42,0,1,1,1,Queens
Great House for Large Groups; Close to Manhattan,100%,100%,3.0,3.0,t,Bedford-Stuyvesant,40.69427,-73.93441,16,4.0,12.0,$585.00 ,30,90,30.0,30.0,90.0,90.0,30.0,90.0,30,60,90,180,41,0,0,4.9,4.88,5.0,4.95,4.9,4.73,4.8,3,3,0,0,1.34,0,1,1,0,Brooklyn
JFK Queens Home away from Home House of Suedajoy 4,92%,91%,6.0,6.0,t,Jamaica,40.67162,-73.77911,5,1.0,3.0,$70.00 ,1,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0,30,60,89,89,115,9,0,4.72,4.78,4.83,4.84,4.73,4.79,4.75,6,1,5,0,3.09,0,1,1,0,Queens
Home Sweet Home in Flatbush,100%,100%,2.0,2.0,t,Flatbush,40.65336,-73.96231,4,2.0,2.0,$125.00 ,5,60,5.0,5.0,1125.0,1125.0,5.0,1125.0,8,13,41,316,15,1,1,4.87,4.93,4.67,4.8,4.87,4.87,4.87,1,0,1,0,0.38,0,0,1,0,Brooklyn
Inexpensive Pvt. Rm #3 NYC/SIUH/RUMC/ Amazon/Mall,100%,98%,6.0,6.0,t,Arrochar,40.59703,-74.08333,1,1.0,1.0,$39.00 ,4,28,6.0,6.0,1125.0,1125.0,6.0,1125.0,17,47,76,76,28,2,0,4.57,4.71,4.64,4.71,4.71,4.64,4.61,5,0,5,0,0.8,0,1,1,1,Staten Island
Dreamy centrally located Bedroom with city views!,100%,99%,1.0,1.0,t,SoHo,40.7186,-73.9996,1,1.0,1.0,$126.00 ,2,7,2.0,2.0,1125.0,1125.0,2.0,1125.0,7,31,61,148,105,40,6,4.9,4.91,4.88,4.9,4.97,4.93,4.74,1,0,1,0,2.95,0,1,1,0,Manhattan
Lawrence Beach House,100%,79%,1.0,1.0,t,Far Rockaway,40.59483,-73.73861,4,2.0,2.0,$165.00 ,2,28,2.0,2.0,1125.0,1125.0,2.0,1125.0,11,29,57,57,75,25,2,4.88,4.95,4.81,4.96,4.95,4.73,4.81,1,1,0,0,1.94,1,1,1,0,Queens
"Private entrance, sanctuary historic fort greene",100%,100%,2.0,2.0,t,Fort Greene,40.69348,-73.97038,2,1.0,1.0,$120.00 ,60,1125,60.0,60.0,1125.0,1125.0,60.0,1125.0,0,22,52,142,8,3,0,4.0,4.13,3.5,4.0,4.25,4.75,4.25,2,2,0,0,0.31,0,1,1,0,Brooklyn
Glendale apartment,100%,100%,1.0,1.0,t,Glendale,40.70201,-73.88957,2,1.0,1.0,$64.00 ,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,29,59,89,179,18,0,0,4.87,4.87,4.8,4.67,4.8,4.47,4.8,1,0,1,0,0.43,0,1,1,0,Queens
Private Brooklyn Bedroom & Bathroom (no kitchen),100%,93%,1.0,1.0,t,Bedford-Stuyvesant,40.69148,-73.94687,2,1.0,1.0,$91.00 ,7,1125,7.0,7.0,1125.0,1125.0,7.0,1125.0,10,24,53,328,27,7,3,4.88,4.84,4.72,5.0,5.0,4.92,4.76,1,0,1,0,0.64,1,1,1,0,Brooklyn
Large 1 bedroom and private bath in Astoria,100%,95%,1.0,1.0,t,Long Island City,40.75838,-73.92869,3,1.0,1.0,$55.00 ,2,14,2.0,2.0,1125.0,1125.0,2.0,1125.0,0,0,15,90,30,10,1,4.72,4.9,4.79,4.97,4.79,4.86,4.76,1,0,1,0,0.74,0,1,1,1,Queens
Entire suite close to LGA & JFK with free parking,100%,97%,1.0,1.0,t,East Elmhurst,40.75909,-73.87839,4,1.0,3.0,$87.00 ,1,14,1.0,1.0,14.0,14.0,1.0,14.0,0,5,34,296,119,23,4,4.83,4.88,4.91,4.96,4.97,4.77,4.85,1,1,0,0,3.01,1,1,1,0,Queens
"""The Little House by the Sea""",100%,70%,1.0,1.0,t,Neponsit,40.56948,-73.85941,4,1.0,1.0,$295.00 ,2,240,2.0,2.0,240.0,240.0,2.0,240.0,29,59,88,88,22,10,1,5.0,5.0,5.0,5.0,5.0,5.0,4.95,1,1,0,0,0.9,1,0,1,0,Queens
NYC soho offering a discount for week of New Years,0%,0%,2.0,2.0,t,SoHo,40.72605,-74.00243,3,1.0,1.0,$194.00 ,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,30,60,90,90,10,0,0,4.89,5.0,4.89,4.89,4.44,5.0,4.89,2,2,0,0,0.27,0,0,1,0,Manhattan
Charming 2 Bedroom Private Apartment in Greenpoint,100%,88%,1.0,1.0,t,Greenpoint,40.72733,-73.94706,4,2.0,3.0,$150.00 ,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,0,0,16,16,90,20,1,4.96,4.96,4.98,4.97,4.96,4.9,4.78,1,1,0,0,2.56,1,1,1,0,Brooklyn
Thomas's creek,80%,0%,1.0,1.0,t,Bedford-Stuyvesant,40.68626,-73.9382,6,2.0,3.0,$150.00 ,30,90,30.0,30.0,1125.0,1125.0,30.0,1125.0,29,59,89,269,49,1,0,4.65,4.84,4.78,4.61,4.76,4.63,4.67,1,1,0,0,1.35,0,0,1,0,Brooklyn
Spacious Cozy & Comfortable Bed-DreamWell Mattress,100%,100%,5.0,5.0,t,Jamaica,40.67829,-73.78754,2,1.0,1.0,$47.00 ,1,90,1.0,1.0,1125.0,1125.0,1.0,1125.0,26,56,86,175,69,48,0,4.65,4.74,4.65,4.74,4.87,4.72,4.57,5,0,5,0,7.87,0,1,1,1,Queens
Huge Master Bed & bath rooms-Cozy bed & mattress,100%,100%,5.0,5.0,t,Jamaica,40.67877,-73.78803,4,1.0,1.0,$60.00 ,1,120,1.0,1.0,120.0,120.0,1.0,120.0,3,29,44,133,7,6,0,4.57,4.57,5.0,4.86,4.71,4.83,4.71,5,0,5,0,0.17,0,1,1,1,Queens
"Cozy, warm and Clean Stay in Flushing!",50%,100%,1.0,1.0,t,Flushing,40.76912,-73.82782,2,1.0,1.0,$65.00 ,30,365,30.0,30.0,365.0,365.0,30.0,365.0,21,51,81,170,36,0,0,4.57,4.77,4.94,4.69,4.46,4.54,4.6,1,0,1,0,0.95,0,0,1,0,Queens
"Massive, sunny Williamsburg apartment w/ backyard",100%,97%,1.0,1.0,t,Williamsburg,40.71409,-73.94598,5,2.0,2.0,$180.00 ,5,28,5.0,5.0,1125.0,1125.0,5.0,1125.0,5,5,5,5,12,1,0,4.83,4.83,4.58,4.75,5.0,5.0,4.83,2,2,0,0,0.3,0,1,1,0,Brooklyn
Luxurious Suite Grand Central,90%,54%,4.0,4.0,t,Murray Hill,40.74947,-73.97855,4,,1.0,$133.00 ,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,0,2,32,307,11,3,0,5.0,5.0,5.0,4.91,4.91,5.0,5.0,4,4,0,0,0.31,1,1,1,0,Manhattan
Brand new beach front house near JFK (2),100%,80%,2.0,2.0,t,Arverne,40.58717,-73.79453,5,3.0,4.0,$585.00 ,30,360,30.0,30.0,1125.0,1125.0,30.0,1125.0,30,60,90,334,35,0,0,4.88,4.91,4.88,5.0,5.0,4.88,4.59,2,2,0,0,0.89,1,1,1,0,Queens
"Beautiful, spacious & well-lit 1BR (Astoria, QNS)",100%,75%,1.0,1.0,t,Astoria,40.75849,-73.92426,2,1.0,1.0,$94.00 ,4,21,4.0,4.0,21.0,21.0,4.0,21.0,0,0,0,0,5,1,0,5.0,5.0,4.6,5.0,5.0,5.0,5.0,1,1,0,0,0.13,0,1,1,0,Queens
very big apartment? entire apartment in harlem,100%,100%,3.0,3.0,t,Harlem,40.81824,-73.9419,6,2.0,2.0,$171.00 ,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,24,54,84,174,4,1,0,4.75,4.75,4.5,5.0,5.0,4.5,4.5,3,1,2,0,0.1,1,0,1,1,Manhattan
"Bright renovated apartment, quiet Bushwick block!",100%,91%,1.0,1.0,t,Bushwick,40.69605,-73.92438,6,1.0,2.0,$111.00 ,3,31,3.0,3.0,1125.0,1125.0,3.0,1125.0,7,10,27,87,89,22,2,4.8,4.9,4.78,4.94,4.94,4.72,4.77,1,1,0,0,2.12,0,1,1,1,Brooklyn
AMAZING SPECIAL GRAMMERCY MANHATTAN,100%,100%,0.0,0.0,t,Gramercy,40.73757,-73.98061,3,1.0,1.0,$195.00 ,5,60,5.0,5.0,1125.0,1125.0,5.0,1125.0,1,13,43,43,48,0,0,4.52,4.56,4.4,4.52,4.79,4.83,4.38,1,1,0,0,1.19,0,1,1,1,Manhattan
Comfortable Bedroom 2 Express Stops to Manhattan,100%,0%,2.0,2.0,t,Sunset Park,40.64947,-73.99945,2,1.0,1.0,$60.00 ,30,90,30.0,30.0,90.0,90.0,30.0,90.0,0,15,44,44,26,0,0,4.92,4.88,4.81,5.0,4.96,4.81,4.65,2,0,2,0,0.62,1,0,1,0,Brooklyn
Gorgeous Apartment,100%,92%,3.0,3.0,t,Grant City,40.57828,-74.10947,2,1.0,1.0,$126.00 ,4,1125,4.0,4.0,1125.0,1125.0,4.0,1125.0,15,37,67,342,41,13,1,4.9,4.98,4.98,4.95,5.0,4.98,4.98,2,2,0,0,1.06,1,0,1,0,Staten Island
Private Room in peaceful town,91%,78%,2.0,2.0,t,Sunnyside,40.73684,-73.9251,1,1.0,1.0,$60.00 ,2,180,2.0,2.0,180.0,180.0,2.0,180.0,22,52,82,348,19,14,1,4.94,5.0,4.83,5.0,5.0,4.89,4.83,2,0,2,0,0.73,0,1,1,0,Queens
Bushwick’s cozy nook/Private Bathroom,100%,100%,3.0,3.0,t,Bushwick,40.69284,-73.91872,2,1.0,1.0,$82.00 ,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,12,20,47,47,73,9,3,4.85,4.99,4.78,4.92,4.97,4.63,4.85,4,0,4,0,1.94,0,1,1,1,Brooklyn
Central & Comfortable 1BR Brownstone Apartment,80%,23%,2.0,2.0,t,Carroll Gardens,40.68344,-73.99846,3,1.0,1.0,$180.00 ,2,30,2.0,2.0,30.0,30.0,2.0,30.0,0,5,7,8,71,3,0,4.89,4.91,4.9,4.96,5.0,4.99,4.86,1,1,0,0,2.45,0,1,1,0,Brooklyn
"Colorful, quiet, private room near LaGuardia/NYC",100%,80%,1.0,1.0,t,Ditmars Steinway,40.76736,-73.89303,2,1.0,1.0,$64.00 ,1,21,1.0,1.0,21.0,21.0,1.0,21.0,28,58,88,177,86,20,4,4.78,4.79,4.78,4.86,4.91,4.79,4.73,1,0,1,0,2.24,1,1,1,0,Queens
Private Townhouse in West Village,90%,67%,2.0,2.0,t,West Village,40.73757,-74.00295,6,3.0,3.0,"$2,943.00 ",5,1125,5.0,5.0,1125.0,1125.0,5.0,1125.0,15,27,34,34,46,14,1,4.91,4.93,4.93,5.0,4.98,5.0,4.63,1,1,0,0,1.14,1,1,1,0,Manhattan
Short Stay NearJFK  2 private rms 1 bth. Sleeps 4,80%,83%,2.0,2.0,t,St. Albans,40.69084,-73.75454,4,2.0,2.0,$135.00 ,2,21,2.0,2.0,1125.0,1125.0,2.0,1125.0,30,60,90,365,17,7,0,4.88,4.88,4.94,5.0,4.94,4.88,4.41,2,1,1,0,5.1,0,1,1,0,Queens
Maurice’s Penthouse,100%,95%,4.0,4.0,t,Crown Heights,40.67675,-73.9573,4,2.0,3.0,$169.00 ,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,23,53,83,358,50,2,0,4.86,4.9,4.92,4.9,4.98,4.86,4.78,4,4,0,0,1.3,0,1,1,0,Brooklyn
"**FULL FLOOR - 3 BEDRMS, Times Sq/Restaurant Row**",100%,90%,1.0,1.0,t,Hell's Kitchen,40.76234,-73.98896,7,3.0,3.0,$469.00 ,30,365,7.0,30.0,365.0,365.0,26.2,365.0,6,19,44,319,107,5,0,4.82,4.86,4.83,4.85,4.92,4.95,4.73,1,1,0,0,2.75,1,1,1,0,Manhattan
Pat's Paradise  at Rockaway Beach,100%,95%,2.0,2.0,t,Rockaway Beach,40.58542,-73.81791,2,1.0,1.0,$53.00 ,1,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0,24,35,58,147,66,18,2,4.59,4.68,4.44,4.7,4.67,4.97,4.71,2,0,2,0,1.66,0,1,1,1,Queens
Master Bedroom with Full Bath & Manhattan View,100%,86%,2.0,2.0,t,East Elmhurst,40.758,-73.86991,2,1.0,1.0,$63.00 ,1,30,1.0,1.0,1125.0,1125.0,1.0,1125.0,13,19,37,101,264,61,12,4.91,4.94,4.95,4.95,4.92,4.64,4.85,1,0,1,0,6.26,1,1,1,0,Queens
Cozy Room - Comfortable Bed-DreamWell Mattress,100%,100%,5.0,5.0,t,Jamaica,40.67695,-73.78901,2,1.0,1.0,$46.00 ,1,93,1.0,1.0,1125.0,1125.0,1.0,1125.0,28,58,88,177,13,11,2,4.15,4.38,4.54,4.38,4.54,4.08,4.23,5,0,5,0,11.14,0,1,1,1,Queens
sunshine,100%,83%,2.0,2.0,t,Flushing,40.75992,-73.81072,2,1.0,1.0,$48.00 ,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,30,60,90,179,15,0,0,4.73,4.87,4.93,4.93,4.73,4.53,4.6,2,0,2,0,0.36,1,1,1,0,Queens
Humble Home in Harlem,100%,100%,1.0,1.0,t,Harlem,40.81458,-73.94304,2,1.0,1.0,$86.00 ,4,28,4.0,4.0,28.0,28.0,4.0,28.0,0,16,17,17,16,6,1,4.88,4.94,4.88,4.94,4.94,4.81,4.94,1,0,1,0,0.46,0,1,1,0,Manhattan
"Paradise Garden, Spa, Steam & Massage Table #10299",100%,60%,1.0,1.0,t,Harlem,40.82321,-73.95058,13,4.0,9.0,$893.00 ,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,30,60,90,365,34,1,0,4.94,4.91,4.85,4.88,4.94,4.94,4.88,1,1,0,0,0.88,0,1,1,0,Manhattan
"Scandinavian ""hygge"" in Bed Stuy Brooklyn",100%,0%,1.0,1.0,t,Bedford-Stuyvesant,40.686,-73.92948,4,1.0,1.0,$95.00 ,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,0,0,0,0,49,0,0,4.8,4.94,4.9,4.98,4.88,4.51,4.76,1,1,0,0,1.2,0,1,1,0,Brooklyn
Iconic and Rustic Summer Cottage,100%,67%,0.0,0.0,t,Gramercy,40.73329,-73.98647,6,3.0,4.0,$945.00 ,30,60,30.0,30.0,60.0,60.0,30.0,60.0,12,42,72,72,12,2,0,5.0,4.82,4.82,5.0,5.0,5.0,4.73,1,1,0,0,0.31,0,1,1,0,Manhattan
Brooklyn Hidden Oasis.,100%,100%,1.0,1.0,t,East New York,40.67214,-73.8763,4,2.0,2.0,$168.00 ,7,1125,7.0,7.0,1125.0,1125.0,7.0,1125.0,18,37,67,342,15,1,1,4.79,4.86,4.64,4.79,5.0,4.36,4.57,1,1,0,0,0.37,0,1,1,0,Brooklyn
5min to Subway-20min to Manhattan!Large Bklyn Apt!,100%,0%,1.0,1.0,t,Bedford-Stuyvesant,40.68173,-73.93768,6,3.0,4.0,$259.00 ,30,120,30.0,30.0,120.0,120.0,30.0,120.0,0,1,31,97,43,0,0,4.93,4.91,4.84,5.0,4.98,4.81,4.86,1,1,0,0,1.38,0,1,1,0,Brooklyn
BK NEST-Across Barclays & trains/City 10 mins away,100%,90%,2.0,2.0,f,Park Slope,40.68052,-73.9749,4,1.0,2.0,$125.00 ,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,2,15,45,225,80,18,2,4.8,4.89,4.83,4.91,4.89,4.99,4.76,1,1,0,0,2.14,0,0,1,0,Brooklyn
Couples Getaway in Brooklyn!!!!,100%,94%,1.0,1.0,t,Canarsie,40.63628,-73.91489,2,1.0,1.0,$118.00 ,1,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0,14,41,70,70,391,120,11,4.81,4.88,4.82,4.94,4.95,4.72,4.8,1,1,0,0,14.77,1,1,1,0,Brooklyn
Hart is Home (basement unit),100%,99%,6.0,6.0,t,Bedford-Stuyvesant,40.69241,-73.94824,2,1.0,1.0,$57.00 ,3,45,3.0,3.0,1125.0,1125.0,3.0,1125.0,2,2,6,43,43,0,0,4.86,4.98,4.95,4.98,4.95,4.71,4.81,4,4,0,0,1.15,1,1,1,1,Brooklyn
