host_response_rate,host_acceptance_rate,host_listings_count,host_total_listings_count,host_has_profile_pic,neighbourhood_cleansed,latitude,longitude,accommodates,bedrooms,beds,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month,host_is_superhost2,host_identity_verified2,has_availability2,instant_bookable2,dmy_Hotel room,dmy_Private room,dmy_Shared room,Borough
100%,99%,51.0,51.0,t,Flatiron District,40.74296,-73.99035,2,,1.0,$364.00 ,2,365,2.0,2.0,2.0,28.0,2.0,26.0,29,59,89,356,18,18,2,4.5,4.61,4.83,4.83,4.61,4.94,4.72,49,29,20,0,8.71,0,1,1,1,0,1,0,Manhattan
100%,99%,51.0,51.0,t,Midtown,40.74506,-73.98891,2,,1.0,$231.00 ,2,365,2.0,2.0,2.0,28.0,2.0,27.0,30,60,90,357,17,17,1,4.47,4.65,4.71,4.76,4.76,4.82,4.53,49,29,20,0,2.85,0,1,1,1,0,1,0,Manhattan
90%,80%,1.0,1.0,t,Fresh Meadows,40.73963,-73.77678,1,1.0,1.0,$40.00 ,6,90,6.0,6.0,1125.0,1125.0,6.0,1125.0,13,40,55,55,5,5,2,3.8,3.8,4.4,4.6,4.8,4.0,4.2,1,0,1,0,5.0,0,1,1,0,0,1,0,Queens
100%,100%,9.0,9.0,t,Upper West Side,40.79067,-73.97028,4,2.0,2.0,$165.00 ,60,1125,60.0,60.0,1125.0,1125.0,60.0,1125.0,0,12,42,317,3,3,0,4.67,4.67,4.67,5.0,4.67,5.0,4.67,23,23,0,0,0.54,1,1,1,1,0,0,0,Manhattan
100%,100%,9.0,9.0,t,Upper West Side,40.79201,-73.97232,4,2.0,2.0,$155.00 ,60,1125,60.0,60.0,1125.0,1125.0,60.0,1125.0,0,0,28,301,2,2,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,23,23,0,0,0.28,1,1,1,1,0,0,0,Manhattan
100%,75%,0.0,0.0,t,Harlem,40.80682,-73.94976,1,,1.0,$125.00 ,28,91,28.0,28.0,1125.0,1125.0,28.0,1125.0,0,0,16,291,3,3,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2,2,0,0,0.41,1,1,1,0,0,0,0,Manhattan
100%,96%,4.0,4.0,t,Springfield Gardens,40.664089,-73.754173,1,1.0,1.0,$66.00 ,3,90,3.0,3.0,1125.0,1125.0,3.0,1125.0,19,49,79,353,13,13,1,4.85,4.85,4.77,4.92,4.77,4.77,4.92,5,0,5,0,9.07,1,1,1,1,0,1,0,Queens
83%,50%,0.0,0.0,t,Upper West Side,40.78162874,-73.98200357,0,,,$0.00 ,1,365,,,,,,,0,0,0,0,1,1,0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,1,0,0,0,0.61,0,1,1,0,1,0,0,Manhattan
78%,93%,2.0,2.0,t,Williamsburg,40.71991,-73.95636,3,2.0,2.0,$200.00 ,1,28,1.0,1.0,1125.0,1125.0,1.0,1125.0,0,0,0,0,10,10,1,4.3,4.4,4.4,4.6,4.4,4.8,4.3,2,1,1,0,1.35,0,1,1,0,0,0,0,Brooklyn
90%,97%,8.0,8.0,t,Midtown,40.75245,-73.97068,2,,1.0,$300.00 ,30,300,30.0,30.0,300.0,300.0,30.0,300.0,0,10,40,68,2,2,0,5.0,4.5,5.0,5.0,5.0,5.0,4.5,3,3,0,0,0.33,1,1,1,0,0,0,0,Manhattan
90%,99%,0.0,0.0,t,Corona,40.73907,-73.85117,2,1.0,1.0,$118.00 ,1,14,1.0,1.0,14.0,14.0,1.0,14.0,30,60,90,365,2,2,0,4.0,4.0,4.0,5.0,5.0,4.5,4.0,4,0,4,0,0.32,0,0,1,1,0,1,0,Queens
0%,99%,0.0,0.0,t,Midtown,40.75758,-73.98158,2,,1.0,$169.00 ,145,145,145.0,145.0,1125.0,1125.0,145.0,1125.0,0,1,31,211,4,4,0,5.0,5.0,5.0,5.0,4.5,5.0,5.0,6,0,6,0,0.5,0,1,1,0,0,1,0,Manhattan
100%,100%,9.0,9.0,t,Upper West Side,40.79164,-73.97237,2,,1.0,$115.00 ,60,1125,60.0,60.0,1125.0,1125.0,60.0,1125.0,0,5,35,215,2,2,0,4.5,5.0,5.0,5.0,5.0,5.0,4.0,23,23,0,0,0.28,1,1,1,1,0,0,0,Manhattan
100%,89%,0.0,0.0,t,Harlem,40.80397,-73.94727,3,,2.0,$88.00 ,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,0,0,0,0,3,3,0,4.0,4.67,4.33,5.0,5.0,4.67,4.67,3,0,3,0,0.45,0,1,1,0,0,1,0,Manhattan
100%,98%,8.0,8.0,t,Bushwick,40.70075,-73.91292,2,1.0,1.0,$99.00 ,30,365,30.0,30.0,1125.0,1125.0,30.0,1125.0,0,0,1,276,1,1,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,7,7,0,0,0.24,0,1,1,1,0,0,0,Brooklyn
100%,74%,13.0,13.0,t,Fresh Meadows,40.75247,-73.78604,1,1.0,1.0,$50.00 ,14,1125,14.0,14.0,1125.0,1125.0,14.0,1125.0,30,60,90,365,1,1,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,9,1,8,0,0.19,0,1,1,0,0,1,0,Queens
90%,99%,0.0,0.0,t,Corona,40.73753,-73.85133,2,1.0,1.0,$118.00 ,1,14,1.0,1.0,14.0,14.0,1.0,14.0,30,60,90,365,6,6,0,4.17,4.17,4.5,4.67,4.17,3.83,4.0,4,0,4,0,0.93,0,0,1,1,0,1,0,Queens
90%,99%,0.0,0.0,t,Forest Hills,40.73713,-73.85145,2,1.0,1.0,$118.00 ,1,14,1.0,1.0,14.0,14.0,1.0,14.0,30,60,90,365,10,10,0,3.8,3.9,4.1,4.1,4.0,3.8,3.7,4,0,4,0,3.09,0,0,1,1,0,1,0,Queens
100%,100%,25.0,25.0,t,Hell's Kitchen,40.75486,-73.99409,8,,2.0,$353.00 ,1,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0,4,4,4,4,22,22,6,4.5,4.5,4.73,4.45,4.77,4.77,4.64,25,0,25,0,14.35,0,1,1,1,0,1,0,Manhattan
100%,100%,25.0,25.0,t,Hell's Kitchen,40.75293,-73.99388,8,1.0,2.0,$358.00 ,1,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0,4,4,4,4,11,11,2,4.55,4.55,4.55,4.27,4.36,4.82,4.55,25,0,25,0,4.07,0,1,1,1,0,1,0,Manhattan
100%,100%,25.0,25.0,t,Hell's Kitchen,40.75487,-73.99374,6,,2.0,$311.00 ,1,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0,5,5,5,5,10,10,1,4.3,4.4,4.4,4.3,4.4,4.5,4.1,25,0,25,0,2.08,0,1,1,1,0,1,0,Manhattan
92%,73%,0.0,0.0,t,Long Island City,40.75738,-73.9342,1,1.0,1.0,$79.00 ,3,1125,3.0,3.0,1125.0,1125.0,3.0,1125.0,12,24,52,327,1,1,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,0,1,0,0.86,0,1,1,0,0,1,0,Queens
99%,68%,114.0,114.0,t,Woodside,40.74449,-73.90476,2,1.0,1.0,$46.00 ,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,0,0,0,0,1,1,0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,102,4,98,0,0.28,0,1,1,0,0,1,0,Queens
99%,81%,111.0,111.0,t,Woodside,40.74302,-73.90443,2,1.0,1.0,$48.00 ,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,0,0,0,0,1,1,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,99,4,95,0,0.23,0,1,1,0,0,1,0,Queens
67%,40%,1.0,1.0,t,Nolita,40.71974,-73.99493,2,1.0,1.0,$300.00 ,3,12,3.0,3.0,12.0,12.0,3.0,12.0,5,31,61,61,1,1,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1,0,0,0.53,0,1,1,0,0,0,0,Manhattan
77%,40%,9.0,9.0,t,Harlem,40.80257,-73.9583,1,1.0,1.0,$48.00 ,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,0,15,30,267,2,2,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,8,1,7,0,0.79,0,1,1,0,0,1,0,Manhattan
100%,100%,0.0,0.0,t,Inwood,40.86723,-73.92721,4,2.0,2.0,$227.00 ,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,14,33,61,151,16,16,2,4.75,4.88,4.94,4.81,4.75,5.0,4.75,2,2,0,0,1.97,0,1,1,1,0,0,0,Manhattan
100%,78%,1.0,1.0,t,Greenpoint,40.72866,-73.95938,4,2.0,2.0,$350.00 ,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,0,0,0,0,13,13,1,4.92,4.85,4.62,5.0,4.92,5.0,4.92,1,1,0,0,4.02,1,1,1,0,0,0,0,Brooklyn
96%,95%,42.0,42.0,t,Upper East Side,40.77184,-73.95781,2,,1.0,$199.00 ,30,365,30.0,30.0,365.0,365.0,30.0,365.0,3,33,63,153,3,3,0,5.0,5.0,5.0,5.0,5.0,5.0,4.33,42,42,0,0,0.53,0,1,1,0,0,0,0,Manhattan
100%,99%,3.0,3.0,t,Brownsville,40.66209,-73.91951,2,1.0,1.0,$65.00 ,1,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0,27,57,87,87,23,23,2,4.87,4.91,4.78,4.91,4.87,4.65,4.87,3,0,3,0,21.56,1,1,1,1,0,1,0,Brooklyn
100%,92%,3.0,3.0,t,Bedford-Stuyvesant,40.69538,-73.93372,2,1.0,1.0,$129.00 ,5,25,2.0,5.0,1125.0,1125.0,4.8,1125.0,3,6,23,157,16,16,4,5.0,5.0,5.0,4.88,4.94,4.69,5.0,1,1,0,0,3.12,1,1,1,0,0,0,0,Brooklyn
96%,95%,42.0,42.0,t,Upper East Side,40.7717,-73.95816,2,1.0,1.0,$199.00 ,30,365,30.0,30.0,365.0,365.0,30.0,365.0,0,11,41,131,2,2,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,42,42,0,0,0.28,0,1,1,0,0,0,0,Manhattan
100%,100%,0.0,0.0,t,Upper East Side,40.77723,-73.96053,2,1.0,1.0,$144.00 ,30,180,30.0,30.0,1125.0,1125.0,30.0,1125.0,0,27,34,82,4,4,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3,3,0,0,0.64,1,1,1,1,0,0,0,Manhattan
100%,68%,7.0,7.0,t,Hell's Kitchen,40.76743,-73.9827,2,1.0,1.0,$250.00 ,29,1125,22.0,29.0,1125.0,1125.0,28.9,1125.0,0,5,5,5,3,3,1,5.0,5.0,5.0,5.0,5.0,5.0,4.33,10,10,0,0,0.95,1,1,1,0,0,0,0,Manhattan
100%,95%,0.0,0.0,t,Washington Heights,40.83469,-73.93951,6,3.0,3.0,$642.00 ,3,180,2.0,3.0,180.0,180.0,2.8,180.0,27,57,87,357,3,3,0,5.0,5.0,5.0,5.0,5.0,4.67,4.67,1,1,0,0,0.77,0,1,1,0,0,0,0,Manhattan
100%,92%,0.0,0.0,t,Bedford-Stuyvesant,40.68621,-73.93432,4,1.0,2.0,$138.00 ,1,29,1.0,1.0,29.0,29.0,1.0,29.0,2,8,37,127,53,53,8,4.96,4.94,4.92,4.94,5.0,4.91,4.94,1,1,0,0,11.69,1,1,1,0,0,0,0,Brooklyn
100%,55%,0.0,0.0,t,Woodside,40.74551,-73.89235,1,1.0,1.0,$23.00 ,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,0,0,0,0,1,1,0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,30,0,30,0,0.32,0,1,1,0,0,1,0,Queens
100%,100%,2.0,2.0,t,Wakefield,40.88438,-73.85081,2,1.0,1.0,$79.00 ,5,1125,5.0,5.0,1125.0,1125.0,5.0,1125.0,11,34,64,64,1,1,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2,2,0,0,1.0,0,0,1,0,0,0,0,Bronx
100%,100%,2.0,2.0,t,Wakefield,40.88432,-73.85199,2,1.0,2.0,$79.00 ,5,1125,5.0,5.0,1125.0,1125.0,5.0,1125.0,10,32,62,62,1,1,1,1.0,3.0,1.0,1.0,1.0,3.0,1.0,2,2,0,0,1.0,0,0,1,0,0,0,0,Bronx
100%,55%,0.0,0.0,t,Woodside,40.74294,-73.90458,2,1.0,1.0,$45.00 ,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,0,0,0,0,1,1,0,4.0,5.0,3.0,5.0,4.0,5.0,3.0,30,0,30,0,0.14,0,1,1,0,0,1,0,Queens
94%,98%,0.0,0.0,t,Forest Hills,40.72,-73.85118,4,2.0,2.0,$145.00 ,3,30,3.0,3.0,1125.0,1125.0,3.0,1125.0,2,11,17,226,22,22,1,4.91,4.95,4.95,5.0,4.95,4.95,4.91,1,1,0,0,2.78,1,0,1,1,0,0,0,Queens
67%,63%,0.0,0.0,t,East Village,40.72956,-73.97973,1,1.0,1.0,$45.00 ,30,90,30.0,30.0,90.0,90.0,30.0,90.0,10,26,54,329,2,2,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,0,1,0,0.41,0,1,1,0,0,1,0,Manhattan
100%,50%,0.0,0.0,t,East Village,40.72692,-73.98297,1,1.0,1.0,$80.00 ,64,64,64.0,64.0,1125.0,1125.0,64.0,1125.0,0,0,0,0,1,1,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,0,1,0,0.13,0,1,1,0,0,1,0,Manhattan
100%,91%,4.0,4.0,t,Flushing,40.74068,-73.81401,2,1.0,1.0,$60.00 ,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,30,60,90,365,1,1,0,1.0,2.0,1.0,3.0,5.0,1.0,1.0,6,0,6,0,0.14,0,1,1,0,0,1,0,Queens
100%,55%,0.0,0.0,t,Jackson Heights,40.75286,-73.87619,2,1.0,1.0,$34.00 ,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,0,0,0,0,1,1,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,30,0,30,0,0.15,0,1,1,0,0,1,0,Queens
100%,55%,0.0,0.0,t,Jackson Heights,40.75239,-73.87854,1,1.0,1.0,$28.00 ,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,0,0,0,0,2,2,0,4.5,4.5,4.5,5.0,5.0,5.0,4.0,30,0,30,0,0.29,0,1,1,0,0,1,0,Queens
100%,97%,4.0,4.0,t,East Elmhurst,40.7616,-73.87273,2,1.0,1.0,$45.00 ,1,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0,0,9,35,310,13,13,1,4.85,5.0,5.0,5.0,4.92,4.62,4.54,4,0,4,0,1.9,0,1,1,0,0,1,0,Queens
100%,100%,4.0,4.0,t,Harlem,40.82338,-73.9421,4,2.0,2.0,$106.00 ,31,365,31.0,31.0,1125.0,1125.0,31.0,1125.0,1,1,30,210,1,1,0,5.0,4.0,5.0,5.0,5.0,3.0,5.0,4,4,0,0,0.73,0,1,1,1,0,0,0,Manhattan
100%,97%,4.0,4.0,t,Williamsburg,40.71318,-73.95331,1,3.0,1.0,$70.00 ,4,1125,4.0,4.0,1125.0,1125.0,4.0,1125.0,2,7,34,62,2,2,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4,1,3,0,1.02,0,1,1,0,0,1,0,Brooklyn
100%,57%,1.0,1.0,t,Crown Heights,40.67402,-73.96083,5,3.0,3.0,$475.00 ,2,200,2.0,2.0,200.0,200.0,2.0,200.0,0,0,0,0,2,2,0,5.0,4.5,5.0,5.0,5.0,5.0,5.0,1,1,0,0,0.52,0,1,1,0,0,0,0,Brooklyn
94%,91%,54.0,54.0,t,Hell's Kitchen,40.75756,-73.99472,6,3.0,3.0,$180.00 ,30,365,30.0,30.0,365.0,365.0,30.0,365.0,0,3,22,297,1,1,0,4.0,5.0,5.0,1.0,1.0,4.0,3.0,54,54,0,0,0.88,0,1,1,0,0,0,0,Manhattan
49%,63%,175.0,175.0,t,Hell's Kitchen,40.76376,-73.98977,3,2.0,2.0,$120.00 ,30,365,30.0,30.0,365.0,365.0,30.0,365.0,0,0,0,247,2,2,0,4.0,4.5,3.5,5.0,3.5,5.0,4.0,175,175,0,0,0.74,0,1,1,0,0,0,0,Manhattan
100%,81%,0.0,0.0,t,Harlem,40.82085,-73.95434,2,1.0,1.0,$68.00 ,2,15,2.0,2.0,15.0,15.0,2.0,15.0,18,35,65,65,17,17,2,4.71,4.76,4.12,4.94,4.94,4.47,4.59,1,0,1,0,2.31,1,1,1,0,0,1,0,Manhattan
90%,85%,4.0,4.0,t,East Flatbush,40.65252,-73.94599,3,1.0,1.0,$143.00 ,4,30,4.0,4.0,1125.0,1125.0,4.0,1125.0,7,28,57,57,11,11,1,4.73,4.73,4.91,4.82,4.91,4.36,4.55,1,1,0,0,2.75,1,0,1,0,0,0,0,Brooklyn
100%,100%,1.0,1.0,t,Chinatown,40.71644,-73.99072,5,2.0,2.0,$278.00 ,4,1125,1.0,4.0,1125.0,1125.0,3.9,1125.0,6,11,41,194,35,35,4,4.94,4.97,4.97,4.91,5.0,4.97,4.91,3,3,0,0,29.17,1,1,1,1,0,0,0,Manhattan
99%,14%,88.0,88.0,t,Bushwick,40.68968,-73.91937,1,1.0,1.0,$32.00 ,90,365,90.0,90.0,365.0,365.0,90.0,365.0,0,1,31,306,2,2,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,162,0,162,0,0.48,1,1,1,0,0,1,0,Brooklyn
99%,14%,88.0,88.0,t,Bushwick,40.68935,-73.92028,1,1.0,1.0,$31.00 ,30,365,90.0,90.0,365.0,365.0,90.0,365.0,2,32,62,337,1,1,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,162,0,162,0,0.3,1,1,1,0,0,1,0,Brooklyn
100%,88%,0.0,0.0,t,Midtown,40.7468358,-73.98269933,0,,,$0.00 ,1,365,,,,,,,0,0,0,0,12,12,3,4.92,4.92,4.67,5.0,4.67,4.83,4.75,1,0,0,0,2.01,1,1,1,0,1,0,0,Manhattan
100%,100%,1.0,1.0,t,Elmhurst,40.74482,-73.88689,4,1.0,1.0,$79.00 ,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,1,1,27,27,2,2,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1,0,0,2.0,0,1,1,0,0,0,0,Queens
100%,97%,7.0,7.0,t,Crown Heights,40.67602,-73.94471,2,1.0,1.0,$85.00 ,1,27,1.0,2.0,1125.0,1125.0,1.3,1125.0,5,13,37,37,40,40,9,4.9,5.0,4.95,5.0,5.0,4.85,4.88,7,0,7,0,6.06,1,1,1,0,0,1,0,Brooklyn
83%,33%,0.0,0.0,t,Lower East Side,40.71944,-73.99119,2,1.0,1.0,$150.00 ,30,90,30.0,30.0,90.0,90.0,30.0,90.0,25,34,43,55,3,3,0,5.0,4.67,4.0,5.0,5.0,5.0,4.67,1,1,0,0,0.48,0,1,1,0,0,0,0,Manhattan
100%,100%,0.0,0.0,t,Inwood,40.86834,-73.92617,3,1.0,1.0,$139.00 ,3,1125,3.0,3.0,1125.0,1125.0,3.0,1125.0,14,33,61,61,22,22,3,4.68,4.77,4.73,4.68,4.73,4.77,4.64,2,2,0,0,4.46,0,1,1,1,0,0,0,Manhattan
100%,67%,1.0,1.0,t,Williamsburg,40.71303,-73.95212,4,2.0,2.0,$350.00 ,4,1125,3.0,10.0,1125.0,1125.0,4.2,1125.0,3,13,13,13,2,2,0,5.0,5.0,4.5,5.0,5.0,4.5,4.5,1,1,0,0,1.03,0,0,1,0,0,0,0,Brooklyn
100%,91%,1.0,1.0,t,Bedford-Stuyvesant,40.68369,-73.93592,2,1.0,1.0,$81.00 ,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,0,20,28,215,3,3,0,5.0,5.0,5.0,4.67,5.0,5.0,5.0,1,1,0,0,0.46,1,0,1,0,0,0,0,Brooklyn
100%,89%,1.0,1.0,t,East New York,40.67476,-73.87527,4,1.0,2.0,$91.00 ,2,28,2.0,2.0,28.0,28.0,2.0,28.0,10,32,54,144,15,15,0,4.33,4.47,4.4,4.8,4.87,4.33,4.4,1,1,0,0,2.85,0,1,1,0,0,0,0,Brooklyn
70%,72%,3.0,3.0,t,West Village,40.73097,-74.00669,2,1.0,1.0,$181.00 ,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,1,11,41,316,2,2,1,2.0,2.0,2.5,4.5,3.5,5.0,2.0,1,1,0,0,0.31,0,1,1,0,0,0,0,Manhattan
94%,85%,1.0,1.0,t,Greenpoint,40.73101,-73.95647,4,2.0,2.0,$154.00 ,30,367,30.0,30.0,1125.0,1125.0,30.0,1125.0,0,0,0,56,1,1,0,2.0,3.0,2.0,4.0,1.0,5.0,2.0,38,10,28,0,0.45,0,1,1,0,0,0,0,Brooklyn
100%,85%,7.0,7.0,t,Morris Park,40.85025,-73.86273,1,1.0,1.0,$35.00 ,3,1125,3.0,3.0,1125.0,1125.0,3.0,1125.0,2,2,32,307,12,12,0,5.0,4.92,4.92,4.83,5.0,4.75,4.92,6,2,4,0,1.66,1,1,1,0,0,1,0,Bronx
100%,100%,1.0,1.0,t,Ditmars Steinway,40.77418,-73.90266,4,,2.0,$115.00 ,5,90,5.0,5.0,90.0,90.0,5.0,90.0,0,0,0,1,13,13,0,4.69,4.85,4.46,4.46,4.77,4.85,4.85,1,1,0,0,4.48,0,1,1,0,0,0,0,Queens
96%,63%,18.0,18.0,t,Harlem,40.83009,-73.94089,10,,,$124.00 ,1,1,1.0,1.0,1.0,1.0,1.0,1.0,30,60,90,365,1,1,0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,16,14,2,0,0.14,0,1,1,0,0,1,0,Manhattan
49%,63%,175.0,175.0,t,Hell's Kitchen,40.76085,-73.99287,5,3.0,3.0,$170.00 ,30,365,30.0,30.0,365.0,365.0,30.0,365.0,0,0,0,250,1,1,0,2.0,1.0,3.0,5.0,3.0,3.0,4.0,175,175,0,0,0.94,0,1,1,0,0,0,0,Manhattan
49%,63%,175.0,175.0,t,Hell's Kitchen,40.76351,-73.99008,4,2.0,2.0,$150.00 ,30,365,30.0,30.0,365.0,365.0,30.0,365.0,0,0,0,275,1,1,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,175,175,0,0,0.16,0,1,1,0,0,0,0,Manhattan
100%,94%,1.0,1.0,t,Bay Ridge,40.62766,-74.02223,2,1.0,1.0,$60.00 ,2,14,2.0,2.0,1125.0,1125.0,2.0,1125.0,8,28,58,116,9,9,3,4.78,4.78,5.0,5.0,5.0,5.0,5.0,1,0,1,0,1.29,0,1,1,0,0,1,0,Brooklyn
60%,87%,3.0,3.0,t,Bedford-Stuyvesant,40.691,-73.94031,2,1.0,1.0,$65.00 ,1,5,1.0,1.0,5.0,5.0,1.0,5.0,0,0,0,62,20,20,0,4.7,4.85,4.9,4.65,4.65,4.85,4.5,2,0,2,0,3.06,0,1,1,0,0,1,0,Brooklyn
100%,87%,3.0,3.0,t,Crown Heights,40.67235,-73.95827,4,2.0,2.0,$245.00 ,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,17,35,64,154,20,20,1,4.85,4.65,4.95,4.95,5.0,5.0,4.7,3,3,0,0,3.3,0,1,1,1,0,0,0,Brooklyn
100%,55%,0.0,0.0,t,Bushwick,40.68743,-73.91357,2,1.0,1.0,$49.00 ,3,1125,3.0,3.0,1125.0,1125.0,3.0,1125.0,0,0,0,0,1,1,0,5.0,3.0,4.0,4.0,5.0,4.0,4.0,30,0,30,0,0.15,0,1,1,0,0,1,0,Brooklyn
100%,100%,1.0,1.0,t,Springfield Gardens,40.66386,-73.76836,2,1.0,1.0,$175.00 ,1,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0,29,59,88,88,17,17,5,4.88,5.0,4.94,5.0,5.0,4.76,4.82,2,2,0,0,7.08,1,1,1,0,0,0,0,Queens
99%,81%,111.0,111.0,t,Woodside,40.74435,-73.892,1,1.0,1.0,$34.00 ,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,3,32,32,32,2,2,0,4.5,4.0,4.0,4.5,4.5,4.5,4.5,99,4,95,0,0.48,0,1,1,0,0,1,0,Queens
90%,69%,0.0,0.0,t,Bedford-Stuyvesant,40.69076,-73.92579,2,1.0,1.0,$49.00 ,30,367,30.0,30.0,1125.0,1125.0,30.0,1125.0,0,0,0,217,1,1,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6,0,6,0,0.21,0,1,1,0,0,1,0,Brooklyn
90%,62%,2.0,2.0,t,Crown Heights,40.6789,-73.95396,3,1.0,1.0,$198.00 ,3,15,3.0,3.0,15.0,15.0,3.0,15.0,26,56,86,176,12,12,1,4.83,4.83,4.75,4.92,5.0,5.0,4.67,1,1,0,0,7.35,0,1,1,0,0,0,0,Brooklyn
100%,96%,21.0,21.0,t,East Village,40.73248,-73.98549,2,,1.0,$82.00 ,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,0,18,48,48,2,2,0,2.5,3.0,3.5,2.0,1.0,4.5,2.5,20,20,0,0,0.52,0,0,1,0,0,0,0,Manhattan
90%,69%,0.0,0.0,t,Bushwick,40.69215,-73.92385,2,1.0,1.0,$49.00 ,30,367,30.0,30.0,1125.0,1125.0,30.0,1125.0,30,60,90,365,1,1,0,3.0,4.0,3.0,4.0,2.0,3.0,3.0,6,0,6,0,0.24,0,1,1,0,0,1,0,Brooklyn
91%,80%,0.0,0.0,t,Flatbush,40.65186,-73.95721,4,2.0,2.0,$116.00 ,3,1125,3.0,3.0,1125.0,1125.0,3.0,1125.0,12,31,51,141,24,24,5,4.33,4.5,4.29,4.79,4.67,4.42,4.42,1,1,0,0,6.21,0,1,1,0,0,0,0,Brooklyn
100%,99%,4.0,4.0,t,Bedford-Stuyvesant,40.6834,-73.92498,2,1.0,1.0,$36.00 ,3,29,3.0,3.0,1125.0,1125.0,3.0,1125.0,1,3,11,199,11,11,2,4.82,4.55,4.64,4.91,4.82,4.45,4.73,4,1,3,0,3.03,1,1,1,1,0,1,0,Brooklyn
100%,100%,0.0,0.0,t,Inwood,40.866,-73.91851,2,1.0,1.0,$55.00 ,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,30,60,90,90,1,1,1,4.0,4.0,4.0,5.0,5.0,5.0,5.0,1,0,1,0,1.0,0,1,1,1,0,1,0,Manhattan
100%,94%,0.0,0.0,t,Bushwick,40.69493,-73.91285,4,2.0,2.0,$198.00 ,2,1125,2.0,3.0,1125.0,1125.0,2.1,1125.0,11,26,56,102,22,22,5,4.82,4.95,4.86,4.95,4.95,4.77,4.86,1,1,0,0,4.05,0,1,1,0,0,0,0,Brooklyn
100%,40%,1.0,1.0,t,West Village,40.73809,-74.00904,2,1.0,1.0,$300.00 ,3,9,3.0,3.0,9.0,9.0,3.0,9.0,0,1,31,31,4,4,0,4.5,4.75,4.75,4.5,4.5,4.75,4.75,1,1,0,0,0.53,0,1,1,0,0,0,0,Manhattan
0%,37%,2.0,2.0,t,Upper East Side,40.77031,-73.95958,3,1.0,,$185.00 ,60,1125,60.0,60.0,1125.0,1125.0,60.0,1125.0,30,52,80,355,3,3,0,4.33,4.67,3.67,4.67,4.33,5.0,4.67,2,2,0,0,0.69,0,0,1,0,0,0,0,Manhattan
